Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2505,deca sports 2,WII,2009.0,sports,Hudson Soft,0.33,0.34,0.09,0.07,0.82
2508,tony hawk's underground 2 remix,PSP,2005.0,sports,Activision,0.46,0.21,0.0,0.15,0.82
2511,star wars the clone wars: republic heroes,WII,2009.0,action,LucasArts,0.44,0.3,0.0,0.08,0.82
2512,dj hero 2,X360,2010.0,misc,Activision,0.64,0.12,0.0,0.06,0.82
2513,street fighter v,PS4,2016.0,fighting,Capcom,0.35,0.26,0.08,0.13,0.82
2515,clu clu land,NES,1984.0,puzzle,Nintendo,0.42,0.1,0.28,0.02,0.82
2516,killer instinct gold,N64,1996.0,fighting,Nintendo,0.61,0.19,0.0,0.01,0.82
2517,amped: freestyle snowboarding,XB,2001.0,sports,Microsoft Game Studios,0.69,0.11,0.0,0.02,0.82
2518,custer's revenge,2600,1981.0,action,Mystique,0.76,0.05,0.0,0.01,0.82
2519,medievil: resurrection,PSP,2005.0,adventure,Sony Computer Entertainment,0.19,0.41,0.0,0.22,0.82
2520,dmc: devil may cry,PS3,2013.0,action,Capcom,0.24,0.28,0.19,0.12,0.82
2521,tales of the abyss,3DS,2011.0,role-playing,Namco Bandai Games,0.42,0.19,0.14,0.06,0.82
2522,rocket power: beach bandits,PS2,2002.0,platform,THQ,0.4,0.31,0.0,0.1,0.82
2524,hasbro family game night 3,WII,2010.0,misc,Electronic Arts,0.47,0.28,0.0,0.07,0.82
2526,stranglehold,X360,2007.0,shooter,Midway Games,0.4,0.33,0.01,0.09,0.82
2527,imagine: rock star,DS,2008.0,simulation,Ubisoft,0.4,0.33,0.0,0.09,0.82
2528,shin megami tensei: persona 4,PS2,2008.0,role-playing,Atlus,0.34,0.04,0.36,0.08,0.82
2529,singstar vol. 2,PS3,2008.0,misc,Sony Computer Entertainment,0.29,0.4,0.0,0.13,0.82
2530,shaun white snowboarding,X360,,sports,Ubisoft,0.48,0.26,0.0,0.08,0.82
2532,twisted metal (2012),PS3,2012.0,action,Sony Computer Entertainment,0.67,0.07,0.0,0.07,0.82
2534,disney's the little mermaid: ariel's undersea adventure,DS,2006.0,action,Disney Interactive Studios,0.73,0.03,0.0,0.06,0.81
2535,ready 2 rumble boxing: round 2,PS2,2000.0,fighting,Midway Games,0.4,0.31,0.0,0.1,0.81
2536,kamaitachi no yoru,SNES,1994.0,adventure,ChunSoft,0.0,0.0,0.81,0.0,0.81
2537,patapon,PSP,2007.0,misc,Sony Computer Entertainment,0.33,0.25,0.07,0.17,0.81
2538,tales of destiny ii,PS,2000.0,role-playing,Namco Bandai Games,0.06,0.04,0.66,0.05,0.81
2539,super bomberman 2,SNES,1994.0,puzzle,Hudson Soft,0.0,0.0,0.81,0.0,0.81
2540,nascar 2001,PS,2000.0,racing,Electronic Arts,0.45,0.31,0.0,0.05,0.81
2541,ea sports active nfl training camp,WII,2010.0,sports,Electronic Arts,0.77,0.0,0.0,0.05,0.81
2542,the legend of zelda: four swords adventures,GC,2004.0,action,Nintendo,0.63,0.16,0.0,0.02,0.81
2543,jikkyou powerful pro yakyuu '99 kaimakuban,PS,1999.0,sports,Konami Digital Entertainment,0.0,0.0,0.76,0.05,0.81
2544,guitar hero live,PS4,2015.0,misc,Activision,0.32,0.35,0.0,0.13,0.81
2545,valkyrie profile,PS,1999.0,role-playing,Enix Corporation,0.07,0.05,0.63,0.05,0.81
2548,army men: sarge's heroes,N64,1999.0,action,3DO,0.68,0.12,0.0,0.01,0.81
2549,mega man,NES,1987.0,platform,Capcom,0.45,0.08,0.27,0.01,0.81
2552,earthbound,SNES,1994.0,role-playing,Nintendo,0.0,0.0,0.81,0.0,0.81
2554,professor layton vs phoenix wright: ace attorney,3DS,2012.0,puzzle,Level 5,0.2,0.26,0.3,0.04,0.81
2555,the next tetris,PS,1998.0,puzzle,Atari,0.45,0.31,0.0,0.05,0.81
2559,world soccer jikkyou winning eleven 3: world cup france '98,PS,1998.0,sports,Konami Digital Entertainment,0.0,0.0,0.75,0.05,0.81
2560,final fantasy xi: wings of the goddess,PS2,2007.0,role-playing,Square Enix,0.35,0.27,0.09,0.09,0.81
2564,madworld,WII,2009.0,action,Sega,0.46,0.25,0.02,0.07,0.8
2567,yakuza,PS2,2005.0,action,Sega,0.03,0.02,0.74,0.01,0.8
2568,star wars rogue squadron iii: rebel strike,GC,2003.0,simulation,LucasArts,0.62,0.16,0.0,0.02,0.8
2569,abba: you can dance,WII,2011.0,misc,Ubisoft,0.19,0.5,0.0,0.11,0.8
2570,moto racer,PS,1997.0,racing,Electronic Arts,0.45,0.3,0.0,0.05,0.8
2571,hitman: contracts,PS2,2004.0,shooter,Eidos Interactive,0.39,0.31,0.0,0.1,0.8
2573,final fantasy anthology,PS,1999.0,role-playing,Square EA,0.45,0.3,0.0,0.05,0.8
2574,aliens: colonial marines,X360,2013.0,shooter,Sega,0.36,0.37,0.0,0.07,0.8
2576,[prototype 2],X360,2012.0,action,Activision,0.48,0.25,0.0,0.07,0.8
2577,sonic & sega all-stars racing with banjo-kazooie,X360,2010.0,racing,Sega,0.37,0.35,0.0,0.07,0.8
2578,goldeneye 007: reloaded,PS3,2011.0,shooter,Activision,0.33,0.35,0.0,0.13,0.8
2580,all star cheer squad,WII,2008.0,sports,THQ,0.43,0.29,0.0,0.08,0.8
2587,super robot taisen α,PS,2000.0,strategy,Banpresto,0.0,0.0,0.75,0.05,0.8
2592,mario & sonic at the sochi 2014 olympic winter games,WIIU,2013.0,sports,Nintendo,0.39,0.22,0.13,0.06,0.8
2593,tales of destiny 2,PS2,2002.0,role-playing,Namco Bandai Games,0.0,0.0,0.8,0.0,0.8
2594,capcom's soccer shootout,SNES,1993.0,sports,Nintendo,0.0,0.0,0.8,0.0,0.8
2596,the godfather ii,X360,2009.0,action,Electronic Arts,0.47,0.24,0.01,0.08,0.79
2598,alien,2600,1981.0,action,20th Century Fox Video Games,0.74,0.04,0.0,0.01,0.79
2599,dragon ball z: budokai tenkaichi 2,PS2,2006.0,fighting,Atari,0.66,0.02,0.0,0.11,0.79
2600,the walking dead: season one,PS3,2012.0,adventure,Avanquest Software,0.4,0.25,0.03,0.11,0.79
2604,final fantasy tactics a2: grimoire of the rift,DS,2007.0,role-playing,Square Enix,0.42,0.03,0.3,0.04,0.79
2605,harvest moon: a wonderful life,GC,2003.0,role-playing,Ubisoft,0.61,0.16,0.0,0.02,0.79
2606,momotarou dentetsu 7,PS,1997.0,simulation,Hudson Entertainment,0.0,0.0,0.74,0.05,0.79
2607,invizimals,PSP,2009.0,strategy,Sony Computer Entertainment,0.17,0.51,0.0,0.11,0.79
2608,motocross mania,PS,2001.0,racing,Take-Two Interactive,0.44,0.3,0.0,0.05,0.79
2610,star wars the clone wars: jedi alliance,DS,2008.0,action,LucasArts,0.62,0.11,0.0,0.07,0.79
2612,mega man 5,NES,1992.0,platform,Capcom,0.39,0.07,0.32,0.01,0.79
2613,star ocean: the last hope,X360,2009.0,role-playing,Square Enix,0.32,0.2,0.21,0.06,0.79
2614,dance dance revolution supernova 2,PS2,2007.0,simulation,Konami Digital Entertainment,0.64,0.03,0.02,0.1,0.79
2615,armored core 2,PS2,2000.0,simulation,Ubisoft,0.28,0.22,0.23,0.07,0.79
2617,ghost squad,WII,2007.0,shooter,Sega,0.42,0.21,0.08,0.07,0.79
2618,dead island: riptide,X360,2013.0,action,Deep Silver,0.44,0.27,0.01,0.07,0.79
2619,drawn to life,DS,2007.0,action,THQ,0.71,0.02,0.0,0.06,0.79
2620,major league baseball featuring ken griffey jr,N64,1998.0,sports,Nintendo,0.75,0.03,0.0,0.01,0.79
2622,too human,X360,2008.0,role-playing,Microsoft Game Studios,0.38,0.3,0.03,0.08,0.79
2624,ncaa football 08,PS2,2007.0,sports,Electronic Arts,0.65,0.03,0.0,0.11,0.79
2626,personal trainer: walking,DS,2008.0,sports,Nintendo,0.22,0.32,0.17,0.07,0.79
2628,pokepark 2: wonders beyond,WII,2011.0,action,Nintendo,0.27,0.2,0.27,0.05,0.79
2629,professor layton and the azran legacy,3DS,2013.0,puzzle,Nintendo,0.0,0.48,0.25,0.06,0.78
2630,tom clancy's splinter cell: double agent,X360,2006.0,action,Ubisoft,0.67,0.05,0.01,0.06,0.78
2631,yars' revenge,2600,1982.0,shooter,Atari,0.73,0.04,0.0,0.01,0.78
2632,lips,X360,2008.0,misc,Microsoft Game Studios,0.12,0.56,0.0,0.1,0.78
2633,secret agent barbie: royal jewels mission,GBA,2002.0,platform,Vivendi Games,0.56,0.21,0.0,0.01,0.78
2634,metroid prime hunters,DS,2006.0,shooter,Nintendo,0.58,0.04,0.11,0.06,0.78
2635,the 7th guest,PC,1992.0,adventure,Virgin Interactive,0.01,0.77,0.0,0.0,0.78
2636,doom,PS,1994.0,shooter,Infogrames,0.43,0.3,0.0,0.05,0.78
2637,buzz! the hollywood quiz,PS2,2007.0,misc,Sony Computer Entertainment,0.17,0.0,0.0,0.61,0.78
2638,puzzler world,DS,2009.0,puzzle,Ubisoft,0.41,0.3,0.0,0.07,0.78
2639,my little pony: pinkie pie's party,DS,2008.0,adventure,THQ,0.72,0.0,0.0,0.06,0.78
2640,we sing,WII,2009.0,misc,Nordic Games,0.0,0.69,0.0,0.09,0.78
2641,marvel vs. capcom: clash of super heroes,PS,1999.0,fighting,Capcom,0.43,0.3,0.0,0.05,0.78
2642,god of war saga,PS3,2012.0,action,Sony Computer Entertainment,0.72,0.0,0.0,0.06,0.78
2643,battle stations,PS,1997.0,strategy,Electronic Arts,0.43,0.29,0.0,0.05,0.78
2644,tetris party deluxe,DS,2010.0,puzzle,Nintendo,0.29,0.3,0.12,0.07,0.78
2645,pro evolution soccer 2016,PS4,2015.0,sports,Konami Digital Entertainment,0.13,0.42,0.13,0.1,0.78
2646,worms: open warfare,PSP,2006.0,strategy,THQ,0.11,0.43,0.0,0.24,0.78
2647,star wars battlefront: elite squadron,PSP,2009.0,shooter,LucasArts,0.38,0.24,0.0,0.16,0.78
2648,ufc personal trainer: the ultimate fitness system,X360,2011.0,sports,THQ,0.53,0.19,0.0,0.06,0.78
2650,nba 2k7,PS2,2006.0,sports,Take-Two Interactive,0.65,0.02,0.0,0.11,0.78
2653,torneko no daibouken: fushigi no dungeon,SNES,1993.0,role-playing,ChunSoft,0.0,0.0,0.78,0.0,0.78
2654,jr. pac-man,2600,1983.0,puzzle,Atari,0.72,0.05,0.0,0.01,0.78
2656,banjo-kazooie: nuts & bolts,X360,2008.0,platform,Microsoft Game Studios,0.32,0.36,0.0,0.09,0.78
2657,nba shootout 98,PS,1998.0,sports,Sony Computer Entertainment,0.43,0.29,0.0,0.05,0.78
2659,harry potter and the half-blood prince,WII,2009.0,action,Electronic Arts,0.28,0.4,0.0,0.09,0.77
2661,perfect dark zero,X360,2005.0,shooter,Microsoft Game Studios,0.66,0.02,0.03,0.06,0.77
2662,galaxian,2600,1982.0,shooter,Atari,0.72,0.05,0.0,0.01,0.77
2663,andretti racing,PS,1996.0,racing,Electronic Arts,0.43,0.29,0.0,0.05,0.77
2664,caesars palace 2000: millennium gold edition,PS,2000.0,misc,Interplay,0.43,0.29,0.0,0.05,0.77
2666,air raid,2600,1981.0,action,Men-A-Vision,0.72,0.04,0.0,0.01,0.77
2669,freedom wars,PSV,2014.0,role-playing,Sony Computer Entertainment,0.22,0.14,0.32,0.1,0.77
2670,marvel nemesis: rise of the imperfects,PS2,2005.0,fighting,Electronic Arts,0.64,0.02,0.0,0.1,0.77
2671,boxing,2600,1980.0,fighting,Activision,0.72,0.04,0.0,0.01,0.77
2672,need for speed: porsche unleashed,PS,1999.0,racing,Electronic Arts,0.43,0.29,0.0,0.05,0.77
2673,dragon ball: raging blast,PS3,2009.0,fighting,Namco Bandai Games,0.37,0.19,0.11,0.1,0.77
2674,crystal castles,2600,1983.0,action,Atari,0.72,0.04,0.0,0.01,0.77
2675,conker's bad fur day,N64,2001.0,platform,THQ,0.53,0.22,0.0,0.02,0.77
2676,dragon warrior i&ii,GB,1999.0,role-playing,Enix Corporation,0.0,0.0,0.77,0.0,0.77
2677,star wars episode ii: attack of the clones,GBA,2002.0,action,THQ,0.55,0.2,0.0,0.01,0.77
2678,my baby girl,DS,2008.0,simulation,Nobilis,0.61,0.1,0.0,0.06,0.77
2680,twisted metal: head on,PSP,2005.0,action,Sony Computer Entertainment,0.71,0.0,0.0,0.06,0.77
2681,conflict: desert storm ii - back to bagdhad,PS2,2003.0,shooter,SCi,0.38,0.29,0.0,0.1,0.77
2682,maximo: ghosts to glory,PS2,2001.0,platform,Capcom,0.38,0.29,0.0,0.1,0.77
2683,pokemon dash,DS,2004.0,racing,Nintendo,0.21,0.14,0.38,0.04,0.77
2684,donkey kong country 3,GBA,2005.0,platform,Nintendo,0.45,0.17,0.14,0.01,0.77
2685,all-star baseball 2003,PS2,2002.0,sports,Acclaim Entertainment,0.38,0.29,0.0,0.1,0.77
2686,unlimited saga,PS2,2002.0,role-playing,Atari,0.1,0.08,0.56,0.03,0.77
2687,cabela's deer hunt: 2004 season,PS2,2003.0,sports,Activision Value,0.37,0.29,0.0,0.1,0.76
2689,formula 1,PS,1996.0,racing,Psygnosis,0.18,0.12,0.42,0.05,0.76
2691,raving rabbids: travel in time,WII,2010.0,adventure,Ubisoft,0.22,0.47,0.0,0.08,0.76
2694,mercenaries: playground of destruction,PS2,2005.0,action,LucasArts,0.64,0.02,0.0,0.1,0.76
2695,mtv celebrity deathmatch,PS2,2003.0,fighting,Gotham Games,0.37,0.29,0.0,0.1,0.76
2696,street fighter alpha: warriors' dreams,PS,1995.0,fighting,Virgin Interactive,0.17,0.11,0.43,0.05,0.76
2698,iss pro evolution,PS,1998.0,sports,Konami Digital Entertainment,0.0,0.0,0.71,0.05,0.76
2700,soulcalibur v,PS3,2012.0,fighting,Namco Bandai Games,0.35,0.24,0.07,0.1,0.76
2702,super monkey ball: touch & roll,DS,2005.0,misc,Sega,0.7,0.01,0.0,0.06,0.76
2703,pro evolution soccer 2015,PS4,2014.0,sports,Konami Digital Entertainment,0.09,0.43,0.11,0.13,0.76
2704,drawn to life: the next chapter,WII,2009.0,puzzle,THQ,0.29,0.39,0.0,0.08,0.76
2705,the lord of the rings: conquest,PS3,2009.0,action,Electronic Arts,0.38,0.26,0.0,0.12,0.76
2708,taiko no tatsujin: tatakon de dodon ga don,PS2,2002.0,misc,Namco Bandai Games,0.0,0.0,0.76,0.0,0.76
2709,mega man battle network 6: cybeast falzar / gregar,GBA,2005.0,role-playing,Capcom,0.09,0.03,0.62,0.02,0.76
2710,syphon filter: the omega strain,PS2,2004.0,shooter,Sony Computer Entertainment,0.37,0.29,0.0,0.1,0.76
2712,deer drive,WII,2009.0,sports,Big Ben Interactive,0.67,0.04,0.0,0.05,0.76
2713,kane & lynch: dead men,X360,2007.0,shooter,Eidos Interactive,0.36,0.31,0.01,0.08,0.76
2716,ace attorney investigations: miles edgeworth,DS,2009.0,adventure,Capcom,0.27,0.15,0.3,0.04,0.76
2717,that's so raven,GBA,2004.0,adventure,Disney Interactive Studios,0.54,0.2,0.0,0.01,0.76
2719,marvel vs. capcom 2: new age of heroes,PS2,2002.0,fighting,Capcom,0.31,0.24,0.13,0.08,0.76
2723,true crime: new york city,PS2,2005.0,action,Activision,0.57,0.02,0.07,0.09,0.76
2724,legends of wrestling,PS2,2001.0,fighting,Acclaim Entertainment,0.37,0.29,0.0,0.1,0.76
2726,monopoly streets,WII,2010.0,misc,Electronic Arts,0.24,0.44,0.0,0.08,0.76
2727,genji: days of the blade,PS3,2006.0,action,Sony Computer Entertainment,0.18,0.38,0.06,0.14,0.76
2728,harvest moon: animal parade,WII,2008.0,simulation,Rising Star Games,0.6,0.09,0.02,0.05,0.76
2729,final fantasy legend iii,GB,1991.0,role-playing,SquareSoft,0.0,0.0,0.76,0.0,0.76
2730,total war: rome ii,PC,2013.0,strategy,Sega,0.12,0.53,0.0,0.11,0.76
2731,rare replay,XONE,2015.0,misc,Microsoft Game Studios,0.47,0.21,0.01,0.07,0.75
2732,spectrobes,DS,2007.0,role-playing,Disney Interactive Studios,0.67,0.03,0.0,0.06,0.75
2736,mega man x5,PS,2000.0,platform,Capcom,0.3,0.21,0.2,0.05,0.75
2737,tearaway,PSV,2013.0,adventure,Sony Computer Entertainment Europe,0.17,0.39,0.0,0.19,0.75
2741,turok,X360,2008.0,action,Touchstone,0.46,0.21,0.01,0.07,0.75
2743,shark tale,PS2,2004.0,action,Activision,0.37,0.29,0.0,0.1,0.75
2744,san francisco rush: extreme racing,N64,1997.0,racing,GT Interactive,0.63,0.11,0.0,0.01,0.75
2746,zone of the enders,PS2,2001.0,shooter,Konami Digital Entertainment,0.3,0.24,0.13,0.08,0.75
2748,street fighter ex plus alpha,PS,1997.0,fighting,Virgin Interactive,0.28,0.19,0.23,0.05,0.75
2750,coded arms,PSP,2005.0,shooter,Konami Digital Entertainment,0.28,0.29,0.0,0.18,0.75
2752,tales of vesperia,X360,2008.0,role-playing,Atari,0.32,0.18,0.19,0.05,0.75
2753,x-men origins: wolverine - uncaged edition,PS3,2009.0,action,Activision,0.31,0.32,0.0,0.13,0.75
2754,madagascar: escape 2 africa,DS,2008.0,action,Activision,0.42,0.26,0.0,0.07,0.75
2755,split/second,PS3,2010.0,racing,Disney Interactive Studios,0.31,0.31,0.01,0.12,0.75
2756,capcom vs. snk 2: mark of the millennium 2001,PS2,2001.0,fighting,Capcom,0.22,0.17,0.3,0.06,0.75
2757,mvp 06 ncaa baseball,PS2,2006.0,sports,Electronic Arts,0.62,0.02,0.0,0.1,0.75
2759,borderlands: the pre-sequel,X360,2014.0,shooter,Take-Two Interactive,0.46,0.22,0.01,0.06,0.75
2764,ace combat: assault horizon,PS3,2011.0,action,Namco Bandai Games,0.3,0.16,0.22,0.07,0.74
2765,jump ultimate stars,DS,2006.0,fighting,Nintendo,0.0,0.0,0.74,0.0,0.74
2766,jampack summer 2001,PS2,2001.0,misc,Sony Computer Entertainment,0.36,0.28,0.0,0.1,0.74
2767,resonance of fate,PS3,2010.0,role-playing,Sega,0.2,0.22,0.24,0.09,0.74
2768,burnout,PS2,2001.0,racing,Acclaim Entertainment,0.36,0.28,0.0,0.1,0.74
2772,mortal kombat: unchained,PSP,2006.0,fighting,Midway Games,0.67,0.01,0.0,0.06,0.74
2773,mario & luigi: paper jam,3DS,2015.0,role-playing,Nintendo,0.16,0.3,0.25,0.04,0.74
2774,yu-gi-oh! dungeon dice monsters,GBA,2001.0,misc,Konami Digital Entertainment,0.42,0.16,0.15,0.01,0.74
2777,blur,PS3,2010.0,racing,Activision,0.22,0.37,0.02,0.13,0.74
2779,namco museum remix,WII,2007.0,misc,Atari,0.68,0.0,0.0,0.05,0.74
2783,tiger woods pga tour 2001,PS2,2001.0,sports,Electronic Arts,0.36,0.28,0.0,0.09,0.74
2784,indiana jones and the staff of kings,WII,2009.0,action,Activision,0.36,0.3,0.0,0.08,0.74
2785,jet moto 3,PS,1999.0,racing,Sony Computer Entertainment,0.41,0.28,0.0,0.05,0.74
2786,naruto shippuden: ultimate ninja storm generations,PS3,2012.0,fighting,Namco Bandai Games,0.27,0.25,0.14,0.08,0.74
2787,unreal championship,XB,2002.0,shooter,Atari,0.59,0.12,0.0,0.03,0.74
2788,warioware: twisted!,GBA,,puzzle,Unknown,0.16,0.06,0.5,0.02,0.74
2789,pirates of the caribbean: at world's end,PS3,2007.0,action,Disney Interactive Studios,0.17,0.41,0.0,0.15,0.74
2791,persona 4: arena,PS3,2012.0,fighting,Atlus,0.3,0.12,0.24,0.07,0.74
2792,sword of mana,GBA,2003.0,role-playing,Nintendo,0.31,0.11,0.3,0.02,0.74
2793,harvest moon ds: island of happiness,DS,2007.0,simulation,Rising Star Games,0.44,0.01,0.25,0.04,0.74
2794,star ocean: the last hope international,PS3,2010.0,role-playing,Square Enix,0.28,0.16,0.22,0.08,0.73
2796,fifa: road to world cup 98,PS,1997.0,sports,Electronic Arts,0.14,0.09,0.46,0.05,0.73
2797,dragon ball z: ultime menace,SNES,1993.0,fighting,Namco Bandai Games,0.0,0.0,0.73,0.0,0.73
2798,classic nes series: donkey kong,GBA,2004.0,platform,Nintendo,0.4,0.15,0.17,0.01,0.73
2804,kirby: canvas curse,DS,2005.0,platform,Nintendo,0.37,0.0,0.32,0.04,0.73
2805,croc 2,PS,1999.0,platform,Fox Interactive,0.41,0.28,0.0,0.05,0.73
2806,practise english!,DS,2007.0,misc,Nintendo,0.0,0.0,0.73,0.0,0.73
2807,oddworld: munch's oddysee,XB,2001.0,platform,Atari,0.54,0.16,0.0,0.03,0.73
2808,berzerk,2600,1981.0,shooter,Atari,0.68,0.04,0.0,0.01,0.73
2809,nhl 11,X360,2010.0,sports,Electronic Arts,0.61,0.07,0.0,0.05,0.73
2811,icarly,DS,2009.0,adventure,Activision,0.67,0.01,0.0,0.05,0.73
2814,just dance wii,WII,2011.0,misc,Nintendo,0.0,0.0,0.73,0.0,0.73
2815,full spectrum warrior,XB,2004.0,strategy,THQ,0.54,0.16,0.0,0.03,0.73
2816,katamari damacy,PS2,2004.0,puzzle,Namco Bandai Games,0.47,0.02,0.17,0.08,0.73
2817,beyblade vforce: ultimate blader jam,GBA,2003.0,action,Atari,0.52,0.19,0.0,0.01,0.73
2818,ratchet & clank collection,PS3,2012.0,action,Sony Computer Entertainment,0.47,0.14,0.02,0.09,0.73
2820,shaun palmer's pro snowboarder,PS2,2001.0,sports,Codemasters,0.36,0.28,0.0,0.09,0.73
2822,imagine: interior designer,DS,2008.0,simulation,Ubisoft,0.34,0.31,0.0,0.08,0.73
2824,style savvy: trendsetters,3DS,2012.0,simulation,Nintendo,0.16,0.02,0.53,0.01,0.72
2826,xcom: enemy unknown,PC,2012.0,strategy,Take-Two Interactive,0.26,0.36,0.0,0.1,0.72
2829,ultimate spider-man,PS2,2005.0,action,Activision,0.6,0.02,0.0,0.1,0.72
2831,god eater,PSP,2010.0,action,Unknown,0.0,0.0,0.72,0.0,0.72
2833,sd gundam g generation,PS,1998.0,strategy,Namco Bandai Games,0.0,0.0,0.67,0.05,0.72
2834,area 51,PS,1996.0,shooter,GT Interactive,0.4,0.27,0.0,0.05,0.72
2835,nba live 08,PS2,2007.0,sports,Electronic Arts,0.59,0.02,0.01,0.1,0.72
2837,tiger woods pga tour 07,PS2,2006.0,sports,Electronic Arts,0.6,0.02,0.0,0.1,0.72
2838,test drive 6,PS,1999.0,racing,Atari,0.4,0.27,0.0,0.05,0.72
2839,kouchuu ouja mushi king,GBA,2005.0,action,Sega,0.0,0.0,0.7,0.02,0.72
2841,major league baseball 2k7,X360,2007.0,sports,Spike,0.67,0.0,0.0,0.05,0.72
2842,x-men: mutant academy 2,PS,2001.0,fighting,Activision,0.4,0.27,0.0,0.05,0.72
2843,terraria,X360,2013.0,action,505 Games,0.35,0.31,0.0,0.06,0.72
2844,jampack winter 2001,PS2,2001.0,misc,Sony Computer Entertainment,0.35,0.28,0.0,0.09,0.72
2845,kangaroo,2600,1982.0,platform,Atari,0.67,0.04,0.0,0.01,0.72
2846,james bond 007: blood stone,PS3,2010.0,shooter,Activision,0.18,0.38,0.02,0.13,0.72
2848,skate,X360,2007.0,sports,Electronic Arts,0.62,0.04,0.0,0.06,0.72
2849,super monkey ball jr.,GBA,2002.0,puzzle,Atari,0.51,0.19,0.0,0.01,0.72
2851,mlb 09: the show,PS3,2009.0,sports,Sony Computer Entertainment,0.66,0.0,0.0,0.05,0.72
2853,mobile suit gundam: encounters in space,PS2,2003.0,simulation,Namco Bandai Games,0.05,0.04,0.61,0.01,0.72
2854,catherine,PS3,2011.0,adventure,Deep Silver,0.3,0.15,0.2,0.07,0.72
2855,fear effect,PS,1998.0,action,Eidos Interactive,0.4,0.27,0.0,0.05,0.72
2857,crysis,PC,2007.0,shooter,Electronic Arts,0.0,0.69,0.0,0.03,0.72
2861,dragon quest swords: the masked queen and the tower of mirrors,WII,2007.0,role-playing,Square Enix,0.18,0.01,0.5,0.02,0.71
2862,mlb 13: the show,PS3,2013.0,sports,Sony Computer Entertainment,0.66,0.0,0.0,0.05,0.71
2864,dragon quest heroes: the world's tree woe and the blight below,PS4,2015.0,action,Square Enix,0.16,0.13,0.37,0.06,0.71
2865,virtua fighter 4: evolution,PS2,2003.0,fighting,Sega,0.35,0.27,0.0,0.09,0.71
2866,top spin 4,PS3,2011.0,sports,Take-Two Interactive,0.17,0.4,0.0,0.14,0.71
2867,resident evil: survivor,PS,2000.0,action,Eidos Interactive,0.23,0.15,0.29,0.05,0.71
2868,dynasty warriors 6,PS3,2007.0,action,Tecmo Koei,0.18,0.08,0.41,0.04,0.71
2869,super trucks racing,PS2,2002.0,racing,Jester Interactive,0.35,0.27,0.0,0.09,0.71
2870,persona q: shadow of the labyrinth,3DS,2014.0,role-playing,Nippon Ichi Software,0.33,0.07,0.27,0.04,0.71
2872,godzilla: destroy all monsters melee,GC,2002.0,fighting,Atari,0.55,0.14,0.0,0.02,0.71
2873,jeremy mcgrath supercross 2000,PS,2000.0,racing,Acclaim Entertainment,0.4,0.27,0.0,0.05,0.71
2874,conker: live and reloaded,XB,2005.0,adventure,Microsoft Game Studios,0.49,0.2,0.0,0.02,0.71
2875,silent hill 3,PS2,2003.0,action,Konami Digital Entertainment,0.35,0.27,0.0,0.09,0.71
2877,final fantasy x/x-2 hd remaster,PS4,2015.0,role-playing,Square Enix,0.29,0.25,0.06,0.11,0.71
2878,yu-gi-oh! the falsebound kingdom,GC,2002.0,strategy,Konami Digital Entertainment,0.49,0.13,0.07,0.02,0.71
2879,lego rock band,WII,2009.0,misc,Warner Bros. Interactive Entertainment,0.42,0.22,0.0,0.07,0.71
2880,mlb 10: the show,PS3,2010.0,sports,Sony Computer Entertainment,0.66,0.0,0.0,0.05,0.71
2882,scooby-doo 2: monsters unleashed,GBA,2004.0,action,THQ,0.51,0.19,0.0,0.01,0.71
2883,power rangers: dino thunder,PS2,2004.0,action,THQ,0.35,0.27,0.0,0.09,0.71
2884,rhythm heaven: the best+,3DS,2015.0,misc,Nintendo,0.0,0.0,0.71,0.0,0.71
2885,lego racers,N64,1999.0,racing,LEGO Media,0.51,0.18,0.0,0.01,0.71
2887,blast corps,N64,1997.0,action,Nintendo,0.39,0.09,0.17,0.06,0.71
2889,tactics ogre: let us cling together,SNES,1995.0,role-playing,Quest,0.0,0.0,0.71,0.0,0.71
2890,"warioware, inc.: mega party game$",GC,2003.0,puzzle,Nintendo,0.2,0.05,0.44,0.02,0.71
2891,football manager 2014,PC,2013.0,sports,Sega,0.0,0.6,0.0,0.1,0.71
2892,battle arena toshinden 2,PS,1995.0,fighting,Sony Computer Entertainment,0.15,0.1,0.41,0.05,0.71
2894,jeopardy!,PS,1997.0,misc,Hasbro Interactive,0.39,0.27,0.0,0.05,0.71
2897,two worlds,X360,2007.0,role-playing,SouthPeak Games,0.41,0.23,0.0,0.07,0.71
2898,doom 3: resurrection of evil,XB,2005.0,shooter,Activision,0.53,0.15,0.0,0.03,0.71
2899,ncaa football 09,X360,2008.0,sports,Electronic Arts,0.65,0.0,0.0,0.05,0.71
2900,nba live 09,X360,2008.0,sports,Electronic Arts,0.5,0.14,0.0,0.07,0.71
2901,ratchet & clank: into the nexus,PS3,2013.0,shooter,Sony Computer Entertainment,0.3,0.29,0.0,0.11,0.71
